0.6959983,0.44806787
0.39788854,0.3437101
0.3139707,0.2855924
0.27688077,0.26316142
0.26276743,0.25509042
0.25815302,0.24790572
0.25104845,0.24714968
0.24731891,0.24237116
0.24350227,0.24258193
0.24096356,0.23401168
0.2387889,0.23357655
0.23636344,0.23205562
0.23400912,0.23427676
0.23041907,0.23302014
0.23117408,0.22545405
0.22812614,0.22814275
0.22818436,0.2300234
0.227526,0.23025526
0.22442047,0.22208016
0.22496343,0.21887799
0.22460465,0.2251611
0.22219643,0.21770233
0.22084376,0.22174264
0.22174704,0.2170243
0.22085476,0.21823163
0.21879433,0.22204307
0.21849544,0.21962786
0.2176989,0.21951336
0.21732335,0.2151119
0.21616074,0.21839648
0.21607755,0.21125364
0.21564496,0.21738337
0.21587944,0.21404856
0.21341747,0.21601406
0.21494605,0.2118681
0.21436095,0.21351059
0.21336877,0.21491198
0.2127662,0.21042266
0.21293372,0.21310404
0.212043,0.21101841
0.21203749,0.21216549
0.20990333,0.21244794
0.21077101,0.21602643
0.20921329,0.21044995
0.21023135,0.21244913
0.2104686,0.21150747
0.20900786,0.20929125
0.21069792,0.20804796
0.20862629,0.21033269
0.2090114,0.2082621
0.20695667,0.20681737
0.20606704,0.20587681
0.20665178,0.20911533
0.20667198,0.20850623
0.20600992,0.20716244
0.20644508,0.2074306
0.20676784,0.20806946
0.20477796,0.20838663
0.20351565,0.20973438
0.20362906,0.20903555
0.20360824,0.20684198
0.20390211,0.20717727
0.2044415,0.20454368
0.20272177,0.2037025
0.20333278,0.20411582
0.20323677,0.20712021
0.20225775,0.20614898
0.20226015,0.20567942
0.20196567,0.20369942
0.20067213,0.20607048
0.20038176,0.20272316
0.20085377,0.20224026
0.20006216,0.20344706
0.2012041,0.2046044
0.19911557,0.2008867
0.19947287,0.20231538
0.19899407,0.20215908
0.19998676,0.20095706
0.19931212,0.20001046
0.19923311,0.202287
0.19784176,0.20308398
0.19741432,0.20267768
0.19651014,0.19939692
0.19582234,0.20000745
0.1955793,0.19922474
0.19613476,0.20029591
0.19495472,0.19984403
0.19543971,0.20193402
0.19539669,0.20035622
0.19490266,0.20014809
0.19464335,0.20001413
0.19345438,0.19525371
0.19297704,0.19988024
0.19321196,0.19807108
0.19281004,0.19865637
0.19261675,0.19816782
0.19089203,0.19835743
0.19178963,0.1977686
0.1905916,0.19694881
0.19050035,0.19752562
0.18920359,0.19739217
0.18963847,0.19786464
0.1904104,0.19703294
0.18958274,0.19890632
0.18837918,0.19740544
0.18831456,0.19453064
0.18935527,0.19720502
0.18743162,0.19567594
0.18798307,0.19930927
0.18834142,0.19701177
0.18713774,0.19506532
0.18614799,0.19765131
0.18668847,0.19612654
0.18533595,0.19279416
0.18457745,0.19575545
0.18414259,0.19320655
0.18413484,0.19204363
0.18621637,0.19541648
0.1825774,0.19508953
0.1824084,0.19424398
0.18337965,0.1953804
0.18214455,0.192007
0.18255584,0.19411123
0.18164204,0.19222967
0.18186563,0.19575171
0.18147388,0.19249769
0.18047863,0.19486271
0.18047002,0.19126292
0.18003006,0.19483674
0.17914274,0.19192457
0.17966448,0.19270183
0.17863779,0.19154383
0.17726265,0.19382803
0.17717107,0.19208683
0.1772079,0.19008714
0.17756249,0.19264972
0.17682993,0.19262931
0.17583612,0.19398114
0.17538972,0.1904587
0.17581831,0.1900271
0.17386355,0.1922567
0.1752147,0.19060178
0.17266807,0.19102784
0.1730153,0.19220704
0.17251566,0.19041504
0.17146233,0.19283648
0.17233108,0.1915891
0.17001696,0.1884663
0.17072569,0.1886924
0.1705887,0.19008099
0.17090185,0.19023557
0.16870712,0.1872057
0.17008244,0.19208783
0.1686241,0.1863721
0.16871163,0.1897081
0.1674943,0.19005226
0.16878307,0.1902306
0.1666726,0.18814422
0.16684593,0.1895686
0.16621017,0.18846259
0.16479391,0.18800369
0.16520143,0.18872981
0.16535912,0.19031903
0.16440517,0.18735063
0.16461031,0.18828118
0.16381814,0.19118245
0.16348511,0.18790711
0.16496797,0.18952286
0.16224246,0.19046758
0.16185588,0.1877557
0.16153452,0.18863116
0.16083917,0.18903558
0.1608713,0.18551488
0.1595141,0.18747997
0.16062656,0.18563059
0.15980704,0.18718533
0.1598722,0.18668544
0.16037206,0.18923745
0.15892631,0.18826601
0.15820307,0.18635017
0.1575383,0.1892544
0.15828125,0.18859346
0.15679693,0.19079654
0.15700738,0.18764056
0.15678784,0.18884522
0.15578292,0.1866818
0.15615427,0.18689035
0.15448709,0.18770659
0.15501009,0.18952155
0.15375212,0.18825817
0.15354289,0.18690144
0.15326937,0.1889845
0.15367638,0.18694356
0.15283173,0.18806182
0.15195803,0.18613262
0.15103285,0.19004153
0.15190776,0.19054966
0.15155925,0.1888854
0.15135533,0.18726559
0.15099321,0.18743096
0.15050773,0.18750475
0.15004563,0.18775989
0.14873809,0.18637738
0.14950837,0.18794854
0.14918172,0.19027096
0.1483334,0.1885382
0.14773244,0.18951009
